管理處名稱,工作站,名稱,採樣日期,水溫°C,pH值,EC(μS/cm),備註,版本日期
宜蘭管理處,礁溪站,民權抽水機取水口,2018/9/13,31.5,7.07,226,,201805
宜蘭管理處,礁溪站,朝陽2號抽水機取水口,2018/9/13,26.4,7.25,270,,201805
宜蘭管理處,礁溪站,民生圳幹線下游(瑪僯12-6小排),2018/9/13,29.8,6.95,233,,201805
宜蘭管理處,礁溪站,充公支線塭底分線下游,2018/9/13,27.5,7.15,256,,201805
宜蘭管理處,礁溪站,李寶興排水下游(三民8-2小給),2018/9/13,28.6,6.96,181,,201805
宜蘭管理處,礁溪站,茅埔排水下游,2018/9/13,26.8,7.28,262,,201805
宜蘭管理處,礁溪站,李寶興圳幹線上游,2018/9/13,29.1,7.5,136,,201805
宜蘭管理處,礁溪站,李寶興圳幹線下游,2018/9/13,29.6,7.31,135,,201805
宜蘭管理處,礁溪站,三十九結抽水機取水口,2018/9/17,30.1,7.1,253,,201805
宜蘭管理處,礁溪站,茭白幹線上游,2018/9/13,27.1,7.11,110,,201805
宜蘭管理處,礁溪站,辛永安圳一支線中游,2018/9/13,28.5,7.1,211,,201805
宜蘭管理處,礁溪站,玉田支線取水門取水口,2018/9/13,30.3,7.2,240,,201805
宜蘭管理處,壯圍站,金同春圳上游,2018/9/18,24.6,7.04,186,,201805
宜蘭管理處,壯圍站,金同春圳下游,2018/9/18,31.7,7.25,274,,201805
宜蘭管理處,壯圍站,充館圳上游,2018/9/18,25.3,7.12,210,,201805
宜蘭管理處,壯圍站,公館支線分水門,2018/9/18,28.3,7.22,234,,201805
宜蘭管理處,壯圍站,新城圳取水口,2018/9/18,25.8,7.08,199,,201805
宜蘭管理處,壯圍站,二結湧泉圳引水口,2018/9/18,27,7.12,178,,201805
宜蘭管理處,壯圍站,十三股大排上游(補助水源),2018/9/18,28.7,7.15,259,,201805
宜蘭管理處,壯圍站,壯東第二大排(補助水源),2018/9/18,29.2,7.67,367,,201805
宜蘭管理處,壯圍站,壯東第三大排(補助水源),2018/9/18,29,7.31,357,,201805
宜蘭管理處,壯圍站,古亭排水(補助水源),2018/9/18,27.7,7.09,278,,201805
宜蘭管理處,壯圍站,梅洲第一幹線,2018/9/18,25.2,7.12,209,,201805
宜蘭管理處,壯圍站,梅洲第二幹線,2018/9/18,25.4,7.1,199,,201805
宜蘭管理處,壯圍站,梅洲第三幹線,2018/9/18,25,7.08,223,,201805
宜蘭管理處,壯圍站,梅洲第四幹線,2018/9/18,25.9,7.21,220,,201805
宜蘭管理處,壯圍站,充公支線,2018/9/18,27.1,7.4,229,,201805
宜蘭管理處,壯圍站,金同春圳導水路,2018/9/18,25,7.11,186,,201805
宜蘭管理處,壯圍站,壯東第一大排(輔助水源),2018/9/18,29.3,7.51,282,,201805
宜蘭管理處,壯圍站,充館圳幹線分水門,2018/9/18,27.5,7.21,213,,201805
宜蘭管理處,員山站,枕山圳上游,2018/9/11,29.3,8.14,183,,201805
宜蘭管理處,員山站,雷公埤圳取水口,2018/9/11,29.8,7.2,211,,201805
宜蘭管理處,員山站,隘界圳取水口,2018/9/11,29.2,8.07,92,,201805
宜蘭管理處,員山站,金大安圳取水口,2018/9/11,29.5,7.44,124,,201805
宜蘭管理處,員山站,鼻仔頭圳取水口,2018/9/11,29.2,7.48,229,,201805
宜蘭管理處,員山站,大三鬮圳取水口,2018/9/11,29.3,7.56,238,,201805
宜蘭管理處,員山站,內城圳取水口,2018/9/11,28.9,7.96,119,,201805
宜蘭管理處,員山站,內湖圳取水口,2018/9/11,29.6,7.51,297,,201805
宜蘭管理處,員山站,改良番仔圳取水口,2018/9/11,28.1,7.57,458,,201805
宜蘭管理處,員山站,深溝湧泉圳引水口,2018/9/11,29.1,7.76,373,,201805
宜蘭管理處,員山站,金覆興圳取水口,2018/9/11,27.9,7.38,398,,201805
宜蘭管理處,員山站,結頭份排水中游,2018/9/11,29.9,7.29,219,,201805
宜蘭管理處,員山站,茄苳林二排水下游,2018/9/11,29.5,7.6,155,,201805
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第二制水門),2018/9/11,28.5,7.86,437,,201805
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第一制水門),2018/9/11,28.8,7.62,476,,201805
宜蘭管理處,員山站,上深溝圳上游(一支線大安一分線),2018/9/11,30.2,8.41,490,,201805
宜蘭管理處,員山站,深溝排水中游(第三制水門),2018/9/11,29.1,7.66,344,,201805
宜蘭管理處,員山站,深溝排水上游(第一制水門),2018/9/11,29,7.69,396,,201805
宜蘭管理處,員山站,蓁巷排水深洲成功二中排上游,2018/9/11,28.8,7.61,480,,201805
宜蘭管理處,員山站,鼻仔頭圳幹線四支線,2018/9/11,29.5,7.78,226,,201805
宜蘭管理處,員山站,枕山圳下游(第二分水門),2018/9/11,29.8,7.55,192,,201805
宜蘭管理處,員山站,隘界圳中游(一支線),2018/9/11,29.1,7.85,92,,201805
宜蘭管理處,宜蘭站,三鬮圳幹線上游,2018/9/5,28.2,7.6,321,,201805
宜蘭管理處,宜蘭站,三鬮圳幹線下游,2018/9/5,28.4,7.47,349,,201805
宜蘭管理處,宜蘭站,溪洲圳上游,2018/9/5,28.4,7.52,420,,201805
宜蘭管理處,宜蘭站,溪洲圳中游,2018/9/5,28.3,7.7,323,,201805
宜蘭管理處,宜蘭站,美福大排(補助水源),2018/9/5,28.4,7.46,341,,201805
宜蘭管理處,宜蘭站,舊港大排(補助水源),2018/9/5,28.2,7.54,335,,201805
宜蘭管理處,宜蘭站,振興支線取水口,2018/9/5,28.4,7.59,340,,201805
宜蘭管理處,宜蘭站,金山支線上游(制水門),2018/9/5,28.3,7.68,339,,201805
宜蘭管理處,宜蘭站,員山支線四分線上游,2018/9/5,28.1,7.6,316,,201805
宜蘭管理處,宜蘭站,員山支線五分線上游,2018/9/5,28.4,7.45,328,,201805
宜蘭管理處,宜蘭站,宜壯振興支線下游,2018/9/5,28,7.53,346,,201805
宜蘭管理處,宜蘭站,石橋支線上游(制水門),2018/9/5,28.4,7.65,341,,201805
宜蘭管理處,宜蘭站,宜壯壯五支線A12分線上游,2018/9/5,28.1,7.48,345,,201805
宜蘭管理處,宜蘭站,四鬮支線下游(制水門),2018/9/5,28.1,7.68,299,,201805
宜蘭管理處,宜蘭站,三鬮圳幹線上游(宜員三泰2-1-6小給),2018/9/5,28.4,7.56,337,,201805
宜蘭管理處,宜蘭站,美福大排中游(宜壯振興A-2-7小排),2018/9/5,28.5,7.7,331,,201805
宜蘭管理處,三星站,叭哩沙圳幹線取水口,2018/9/14,26.5,8.33,496,,201805
宜蘭管理處,三星站,天送埤圳上游(天送埤圳幹線),2018/9/14,27.1,8.05,485,,201805
宜蘭管理處,三星站,破布烏圳幹線取水口,2018/9/14,26.8,8.11,476,,201805
宜蘭管理處,三星站,下湖圳幹線取水口,2018/9/14,27,8.26,491,,201805
宜蘭管理處,三星站,瓦窯圳幹線取水口,2018/9/14,25.8,8.33,506,,201805
宜蘭管理處,三星站,柑坑圳幹線取水口,2018/9/14,26.6,8.39,484,,201805
宜蘭管理處,三星站,月眉湖圳幹線取水口,2018/9/14,26.3,8.41,506,,201805
宜蘭管理處,三星站,張公圍圳幹線取水口,2018/9/14,25.9,8.28,483,,201805
宜蘭管理處,三星站,阿里史圳第一幹線取水口,2018/9/14,26.6,7.02,513,,201805
宜蘭管理處,三星站,萬富圳幹線取水口,2018/9/14,27.7,8.14,303,,201805
宜蘭管理處,三星站,阿里史圳第五幹線取水口,2018/9/14,28,8.1,302,,201805
宜蘭管理處,三星站,黃鳳鳴圳幹線取水口,2018/9/14,27.5,8.01,496,,201805
宜蘭管理處,三星站,大埔圳幹線取水口,2018/9/14,26.4,8.3,485,,201805
宜蘭管理處,三星站,大洲湧泉圳第一幹線取水口,2018/9/14,27.1,8.15,435,,201805
宜蘭管理處,三星站,大洲圳湧泉第二幹線取水口,2018/9/14,27.5,6.78,642,,201805
宜蘭管理處,三星站,大洲湧泉圳第三幹線取水口,2018/9/14,27.3,6.84,633,,201805
宜蘭管理處,三星站,中湧圳幹線取水口,2018/9/14,28.1,6.95,614,,201805
宜蘭管理處,三星站,金漳成圳幹線取水口,2018/9/14,27.4,7.14,558,,201805
宜蘭管理處,三星站,水車溝圳幹線取水口,2018/9/14,26.8,8.11,496,,201805
宜蘭管理處,三星站,月眉圳幹線中游,2018/9/14,26.6,8.34,482,,201805
宜蘭管理處,三星站,萬富圳幹線下游,2018/9/14,27.8,7.89,309,,201805
宜蘭管理處,三星站,三星排水下游(三星排水安農三大義五主給),2018/9/14,28.1,8.2,294,,201805
宜蘭管理處,三星站,中溪洲排水中游(中溪州大排三分線),2018/9/14,27.7,7.96,336,,201805
宜蘭管理處,三星站,三星排水中游(第一取水門),2018/9/14,28.1,7.79,316,,201805
宜蘭管理處,三星站,萬富大排中游(第一取水門),2018/9/14,28.5,8.01,294,,201805
宜蘭管理處,三星站,月眉圳幹線上游(月眉圳幹線四支線萬貴萬德6-8小給,2018/9/14,26.4,8.14,489,,201805
宜蘭管理處,三星站,三星排水上游(三星排水二號傾倒式制水門),2018/9/14,27.1,8.33,486,,201805
宜蘭管理處,三星站,月眉圳幹線中游(月眉圳四支二號傾倒式水門),2018/9/14,28,8.41,495,,201805
宜蘭管理處,三星站,張公圍排水中游(張公圍排水一號排水門),2018/9/14,27.6,8.09,503,,201805
宜蘭管理處,三星站,黃鳳鳴圳幹線上游(黃鳳鳴圳補給線制水門),2018/9/14,27.2,8.24,488,,201805
宜蘭管理處,三星站,大洲湧泉圳第六幹線下游(大洲湧泉圳第六幹線四分線),2018/9/14,27.5,8.33,511,,201805
宜蘭管理處,三星站,萬富圳幹線上游(萬富圳幹線行健導水路),2018/9/14,27.6,8.06,295,,201805
宜蘭管理處,三星站,水車溝圳幹線下游(安農二尾塹二主給4-4小給),2018/9/14,27.1,8.14,308,,201805
宜蘭管理處,羅東站,歪仔歪圳取水口,2018/9/12,28.2,7.57,315,,201805
宜蘭管理處,羅東站,打那岸圳取水口,2018/9/12,30.8,7.55,322,,201805
宜蘭管理處,羅東站,月眉圳取水口,2018/9/12,29.6,7.41,271,,201805
宜蘭管理處,羅東站,埔仔圳取水口,2018/9/12,30,7.47,236,,201805
宜蘭管理處,羅東站,金長安圳取水口,2018/9/12,28.3,7.66,254,,201805
宜蘭管理處,羅東站,冬螺圳取水口,2018/9/12,28.2,7.52,254,,201805
宜蘭管理處,羅東站,大光明圳取水口,2018/9/12,28.4,7.69,467,,201805
宜蘭管理處,羅東站,埔林圳取水口,2018/9/12,30.3,8.15,471,,201805
宜蘭管理處,羅東站,柯林圳第一幹線取水口,2018/9/12,30.6,7.26,500,,201805
宜蘭管理處,羅東站,柯林圳第二幹線取水口,2018/9/12,29.8,8.23,442,,201805
宜蘭管理處,羅東站,柯林圳第三幹線取水口,2018/9/12,28.9,7.86,443,,201805
宜蘭管理處,羅東站,柯湧圳取水口,2018/9/12,30.7,7.15,362,,201805
宜蘭管理處,羅東站,北成圳取水口,2018/9/12,31.2,7.26,374,,201805
宜蘭管理處,羅東站,四人埤圳取水口,2018/9/12,30.8,7.6,203,,201805
宜蘭管理處,羅東站,輕仔腳埤圳取水口,2018/9/12,30.1,7.15,354,,201805
宜蘭管理處,羅東站,雷公埤圳取水口,2018/9/12,31.3,7.46,642,,201805
宜蘭管理處,羅東站,柯林中排(補助水源),2018/9/12,31.8,7.9,445,,201805
宜蘭管理處,羅東站,柯林圳第五幹線取水口,2018/9/12,29.2,7.82,311,,201805
宜蘭管理處,羅東站,大光明圳下游,2018/9/12,28.1,8.18,438,,201805
宜蘭管理處,羅東站,埔林圳下游,2018/9/12,28.8,7.7,436,,201805
宜蘭管理處,羅東站,冬螺圳第二幹線取水口,2018/9/12,29.2,7.65,287,,201805
宜蘭管理處,羅東站,金長安二幹取水口,2018/9/12,27.8,7.42,269,,201805
宜蘭管理處,羅東站,冬螺湧泉圳取水口,2018/9/12,28.5,7.92,253,,201805
宜蘭管理處,羅東站,金長安二幹中興金2M主給取水口,2018/9/12,29,7.33,336,,201805
宜蘭管理處,羅東站,十六份圳幹線下游,2018/9/12,29.8,7.43,271,,201805
宜蘭管理處,五結站,四結支線下游,2018/9/11,28.5,7.33,241,,201805
宜蘭管理處,五結站,五股圳下游,2018/9/11,28.1,7.66,213,,201805
宜蘭管理處,五結站,五結支線下游,2018/9/11,27.6,7.47,338,,201805
宜蘭管理處,五結站,二結支線下游,2018/9/11,27.5,7.9,395,,201805
宜蘭管理處,五結站,萬長春圳取水口,2018/9/11,27.5,7.89,410,,201805
宜蘭管理處,五結站,林和源圳取水口,2018/9/11,27.6,7.76,225,,201805
宜蘭管理處,五結站,茅仔寮二號抽水機,2018/9/11,27.7,7.98,357,,201805
宜蘭管理處,五結站,大吉二號抽水機,2018/9/11,26.6,7.61,482,,201805
宜蘭管理處,五結站,五股三號抽水機,2018/9/17,30.9,7.54,719,,201805
宜蘭管理處,五結站,龍德八號抽水機取水口,2018/9/11,27.6,7.67,290,,201805
宜蘭管理處,五結站,四結支線B5分線,2018/9/11,29.4,7.72,537,,201805
宜蘭管理處,五結站,二結支線第一分線上游,2018/9/11,27.1,7.82,404,,201805
宜蘭管理處,五結站,協和十一之一主給,2018/9/11,27.6,7.74,290,,201805
宜蘭管理處,五結站,五結支線一分線,2018/9/11,27.5,7.63,258,,201805
宜蘭管理處,五結站,五結支線三分線,2018/9/11,27.5,7.68,378,,201805
宜蘭管理處,冬山站,陳進財圳取水口,2018/9/17,30.2,8.65,286,,201805
宜蘭管理處,冬山站,公埔圳取水口,2018/9/14,29.9,6.95,211,,201805
宜蘭管理處,冬山站,珍珠第一抽水機抽水口,2018/9/14,29.5,6.98,142,,201805
宜蘭管理處,冬山站,八仙圳取水口,2018/9/14,29.4,7.02,291,,201805
宜蘭管理處,冬山站,砂仔港圳取水口,2018/9/14,29.2,6.83,276,,201805
宜蘭管理處,冬山站,武淵圳取水口,2018/9/14,29.9,6.94,334,,201805
宜蘭管理處,冬山站,朱九圳取水口,2018/9/14,29.7,6.99,344,,201805
宜蘭管理處,冬山站,莊錦發圳取水口,2018/9/14,29.8,6.97,352,,201805
宜蘭管理處,冬山站,張火盛圳取水口,2018/9/14,29.5,6.98,278,,201805
宜蘭管理處,冬山站,八寶圳取水口,2018/9/14,29.6,7.44,298,,201805
宜蘭管理處,冬山站,順安圳取水口,2018/9/14,29.9,6.95,286,,201805
宜蘭管理處,冬山站,珍珠第二抽水機抽水口,2018/9/14,29.8,6.98,289,,201805
宜蘭管理處,冬山站,梅花排水(補助水源),2018/9/14,29.7,6.99,558,,201805
宜蘭管理處,冬山站,十三份圳取水口,2018/9/14,29.6,6.94,138,,201805
宜蘭管理處,冬山站,八寶湧泉圳第一幹線取水口,2018/9/14,29.4,6.97,258,,201805
宜蘭管理處,冬山站,八寶湧泉圳第二幹線取水口,2018/9/14,29.9,6.95,312,,201805
宜蘭管理處,冬山站,十六份圳二號抽水機取水口,2018/9/14,29.5,7.01,301,,201805
宜蘭管理處,冬山站,南富一號抽水機取水口,2018/9/14,29.4,6.94,234,,201805
宜蘭管理處,冬山站,林寶春圳南富七主給取水口,2018/9/14,29.6,6.99,211,,201805
宜蘭管理處,冬山站,冬山圳幹線取水口,2018/9/14,29.5,7.02,215,,201805
宜蘭管理處,冬山站,八寶圳下游,2018/9/14,29.8,6.97,274,,201805
宜蘭管理處,冬山站,林寶春支線6主給取水口,2018/9/14,29.2,7.02,253,,201805
宜蘭管理處,冬山站,南富一中排取水口,2018/9/14,29.9,7,258,,201805
宜蘭管理處,冬山站,林吉記支線二分線取水口,2018/9/14,29.7,7.01,213,,201805
宜蘭管理處,冬山站,林寶春第一、二支取水口,2018/9/14,30.1,6.98,413,,201805
宜蘭管理處,冬山站,南富八主給取水口,2018/9/14,29.3,6.98,260,,201805
宜蘭管理處,冬山站,北富一主給取水口,2018/9/14,30.1,6.93,287,,201805
宜蘭管理處,冬山站,順安圳幹線(太員順安區二主給),2018/9/14,29.3,6.91,296,,201805
宜蘭管理處,冬山站,南富3號抽水機取水口,2018/9/14,29.1,6.95,337,,201805
宜蘭管理處,冬山站,順安分線取水口,2018/9/14,28.1,7.43,272,,201805
宜蘭管理處,冬山站,龍德5號抽水機取水口,2018/9/14,28.9,7.04,257,,201805
宜蘭管理處,冬山站,龍德7號抽水機取水口,2018/9/14,28.2,7.21,224,,201805
宜蘭管理處,冬山站,奇武荖抽水機取水口,2018/9/14,28.7,6.97,321,,201805
宜蘭管理處,蘇澳站,金豐萬圳取水口,2018/9/13,27.2,7.96,155,,201805
宜蘭管理處,蘇澳站,金豐萬圳幹線一支線下游,2018/9/13,29.5,7.46,356,,201805
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線上游,2018/9/13,27.2,7.8,156,,201805
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線下游,2018/9/13,29.5,6.88,396,,201805
宜蘭管理處,蘇澳站,龍德二號抽水機抽水口,2018/9/13,28.7,6.92,452,,201805
宜蘭管理處,蘇澳站,龍德四號抽水機抽水口,2018/9/13,28.6,6.71,657,,201805
宜蘭管理處,蘇澳站,大南澳圳第一幹線取水口,2018/9/13,30.2,7.88,223,,201805
宜蘭管理處,蘇澳站,大南澳圳第二幹線取水口,2018/9/13,28.8,8,208,,201805
宜蘭管理處,蘇澳站,大南澳圳第三幹線取水口,2018/9/13,28.4,8.12,221,,201805
宜蘭管理處,蘇澳站,隆恩圳取水口,2018/9/13,29.6,7.82,189,,201805
宜蘭管理處,蘇澳站,隆恩排水中游(隆恩排水制水門),2018/9/13,29.5,7.3,326,,201805
宜蘭管理處,蘇澳站,馬賽中排上游(馬賽中排制水門),2018/9/13,28,6.96,352,,201805
宜蘭管理處,蘇澳站,馬賽排水中游(馬賽大排制水門),2018/9/13,29,7.53,182,,201805
宜蘭管理處,蘇澳站,馬賽排水上游(新馬4-5小排),2018/9/13,29.5,6.96,503,,201805
宜蘭管理處,蘇澳站,金豐萬圳下游(金豐萬圳幹線新馬六主給),2018/9/13,29.6,7.18,269,,201805
宜蘭管理處,蘇澳站,港口排水上游(下埤排水制水門),2018/9/13,29.5,6.61,300,,201805
宜蘭管理處,頭城站,大坑罟抽水機抽水口,2018/11/14,23,7.4,438,,201806
宜蘭管理處,頭城站,溪仔底幹線取水口,2018/11/14,24.2,7.12,354,,201806
宜蘭管理處,頭城站,新興湧泉幹線引水口,2018/11/14,22.3,6.75,172,,201806
宜蘭管理處,頭城站,福德坑圳幹線取水口,2018/11/14,21.6,7.19,157,,201806
宜蘭管理處,頭城站,金面圳金面第一幹線取水口,2018/11/14,22.5,7.27,169,,201806
宜蘭管理處,頭城站,北門坑圳幹線取水口,2018/11/14,21.9,7.64,146,,201806
宜蘭管理處,頭城站,抵美簡圳幹線取水口,2018/11/14,23,7.38,258,,201806
宜蘭管理處,頭城站,猴洞坑圳幹線取水口,2018/11/14,22.4,7.51,187,,201806
宜蘭管理處,頭城站,白石腳湧泉第二幹線取水口,2018/11/14,23.4,7.42,228,,201806
宜蘭管理處,頭城站,白石腳湧泉第一幹線取水口,2018/11/14,23.8,7.08,257,,201806
宜蘭管理處,頭城站,玉泉圳第一幹線取水口,2018/11/14,24.6,7.41,523,,201806
宜蘭管理處,頭城站,玉泉圳第二幹線取水口,2018/11/14,24.2,7.26,348,,201806
宜蘭管理處,頭城站,湯圍湧泉幹線取水口,2018/11/14,24.4,7.18,402,,201806
宜蘭管理處,頭城站,六結圳幹線礁溪六結一主給取水口,2018/11/14,23.8,7.27,309,,201806
宜蘭管理處,頭城站,淇武蘭圳幹線取水口,2018/11/14,23.2,7.66,341,,201806
宜蘭管理處,頭城站,五股圳幹線礁溪1-17小給取水口,2018/11/14,23,7.17,406,,201806
宜蘭管理處,頭城站,玉泉圳第二幹線礁溪白雲二主給取水口,2018/11/14,24,7.41,218,,201806
宜蘭管理處,頭城站,湯圍湧泉幹線三支線取水口,2018/11/14,23.6,7.68,547,,201806
宜蘭管理處,頭城站,湯圍湧泉幹線四支線湯圍1-2小給取水口,2018/11/14,23.9,7.07,340,,201806
宜蘭管理處,頭城站,金面圳金面第二幹線二主給2小給取水口,2018/11/14,22.4,7.57,303,,201806
宜蘭管理處,頭城站,金面第四湧泉圳取水口,2018/11/14,22.9,7.31,197,,201806
宜蘭管理處,礁溪站,辛永安圳取水口,2018/11/12,24.5,7.26,195,,201806
宜蘭管理處,礁溪站,黃德記圳取水口,2018/11/12,24.7,7.36,192,,201806
宜蘭管理處,礁溪站,林源春圳取水口,2018/11/12,25.2,7.23,204,,201806
宜蘭管理處,礁溪站,茅埔圳取水口,2018/11/12,25,7.18,207,,201806
宜蘭管理處,礁溪站,大坡圳(龍潭湖)取水口,2018/11/12,25.1,7.43,131,,201806
宜蘭管理處,礁溪站,四結佃圳上游,2018/11/12,24.6,7.16,208,,201806
宜蘭管理處,礁溪站,四結佃圳下游,2018/11/12,24.7,7.17,219,,201806
宜蘭管理處,礁溪站,金長源圳上游,2018/11/12,24.6,7.39,143,,201806
宜蘭管理處,礁溪站,金長源圳下游,2018/11/12,24.5,7.42,143,,201806
宜蘭管理處,礁溪站,金慶安圳取水口,2018/11/12,24.7,7.19,207,,201806
宜蘭管理處,礁溪站,七結湧泉圳上游,2018/11/12,25,7.23,182,,201806
宜蘭管理處,礁溪站,柴圍佃圳取水口,2018/11/12,24.8,7.32,150,,201806
宜蘭管理處,礁溪站,民生圳取水口,2018/11/12,25.6,7.31,228,,201806
宜蘭管理處,礁溪站,三民四中排(補助水源),2018/11/12,25.1,6.33,319,,201806
宜蘭管理處,礁溪站,李寶興排水,2018/11/12,25.5,7.13,323,,201806
宜蘭管理處,礁溪站,充公支線塭底分線上游,2018/11/12,24.4,7.11,207,,201806
宜蘭管理處,礁溪站,七結抽水機取水口,2018/11/12,25.4,6.22,524,,201806
宜蘭管理處,礁溪站,朝陽4號抽水機取水口,2018/11/12,24.2,7.12,245,,201806
宜蘭管理處,礁溪站,玉田1號抽水機取水口,2018/11/12,24.4,7.24,207,,201806
宜蘭管理處,礁溪站,玉田2號抽水機取水口,2018/11/12,24.5,7.27,132,,201806
